5.0,0.742
6.0,0.742
7.0,0.745
8.0,0.747
9.0,0.749
10.0,0.751
11.0,0.754
12.0,0.757
13.0,0.759
14.0,0.761
15.0,0.764
16.0,0.767
17.1,0.770
18.0,0.772
19.0,0.774
20.1,0.777
21.0,0.779
22.0,0.781
23.0,0.784
24.0,0.786
25.0,0.789
26.0,0.791
27.0,0.794
28.0,0.796
29.0,0.799
30.0,0.802
31.0,0.804
32.0,0.807
33.0,0.809
34.0,0.812
35.0,0.815
36.0,0.818
37.0,0.821
38.0,0.825
39.0,0.828
40.0,0.832
41.0,0.835
42.0,0.839
43.0,0.843
44.0,0.847
45.0,0.851
46.0,0.856
47.0,0.860
48.0,0.863
49.0,0.868
50.0,0.872
51.0,0.876
52.0,0.880
52.9,0.884
54.0,0.886
55.0,0.889
56.0,0.892
57.0,0.895
58.0,0.897
59.0,0.899
60.0,0.901
61.0,0.903
62.0,0.905
63.0,0.906
64.0,0.907
65.0,0.909
66.0,0.910
67.0,0.911
68.0,0.912
69.0,0.913
70.0,0.914
71.0,0.915
72.0,0.916
73.0,0.917
74.0,0.919
75.0,0.920
76.0,0.922
77.0,0.923
78.0,0.924
79.0,0.925
80.0,0.926
81.0,0.927
82.0,0.929
83.0,0.929
84.0,0.931
85.0,0.932
86.1,0.933
87.0,0.934
88.0,0.935
89.0,0.936
90.0,0.937
