4.9,2.264
6.0,2.282
7.0,2.275
8.0,2.275
9.0,2.286
10.0,2.280
11.0,2.307
12.0,2.300
13.0,2.314
14.0,2.316
15.0,2.322
16.0,2.328
17.0,2.334
18.0,2.331
19.0,2.359
20.1,2.349
21.0,2.362
22.0,2.365
23.0,2.387
24.0,2.381
25.0,2.395
26.0,2.389
27.0,2.410
28.0,2.401
29.0,2.413
30.0,2.428
31.0,2.435
32.0,2.435
33.0,2.438
34.0,2.441
35.0,2.454
36.0,2.467
37.0,2.489
38.0,2.467
39.0,2.460
40.0,2.499
41.0,2.507
42.0,2.496
43.0,2.485
44.0,2.515
45.0,2.534
46.0,2.563
47.0,2.550
48.0,2.562
49.0,2.580
50.0,2.567
51.0,2.580
52.0,2.594
53.0,2.585
54.0,2.584
55.0,2.637
56.0,2.637
57.0,2.652
58.0,2.631
59.0,2.631
60.0,2.667
61.0,2.691
62.0,2.662
63.0,2.695
64.0,2.657
65.0,2.679
66.0,2.674
67.0,2.673
68.0,2.719
69.0,2.725
70.0,2.707
71.0,2.701
72.0,2.696
73.0,2.702
74.0,2.738
75.0,2.751
76.0,2.701
77.0,2.684
78.0,2.732
79.0,2.732
80.1,2.720
81.0,2.739
81.9,2.719
83.0,2.732
84.0,2.765
85.0,2.732
86.0,2.708
87.0,2.714
88.0,2.720
89.0,2.793
90.0,2.702
