5.0,-0.004
6.0,-0.004
7.0,-0.004
8.0,-0.004
9.0,-0.003
10.0,-0.004
11.0,-0.003
12.0,-0.003
13.0,-0.003
14.0,-0.003
15.0,-0.003
16.0,-0.003
17.0,-0.002
18.0,-0.002
19.0,-0.002
20.0,-0.002
21.0,-0.002
22.0,-0.002
23.0,-0.002
24.0,-0.002
25.0,-0.002
26.0,-0.001
27.0,-0.001
28.1,-0.001
29.0,-0.001
30.0,-0.001
31.0,-0.001
32.0,-0.000
33.0,-0.000
34.0,-0.000
35.0,-0.000
36.0,0.000
37.0,0.000
38.0,-0.000
39.0,0.000
40.0,0.001
41.0,0.001
42.0,0.001
43.0,0.001
44.0,0.001
45.0,0.001
46.0,0.002
47.0,0.002
48.0,0.001
49.0,0.001
50.0,0.002
51.0,0.001
52.0,0.002
53.0,0.002
54.0,0.002
55.0,0.002
56.0,0.002
57.0,0.003
58.0,0.003
59.0,0.003
60.0,0.003
61.0,0.003
62.0,0.004
63.0,0.004
64.0,0.004
65.0,0.004
66.0,0.005
67.0,0.005
68.0,0.005
69.0,0.005
70.0,0.006
71.0,0.006
72.0,0.006
73.0,0.006
74.0,0.007
75.0,0.007
76.0,0.007
77.0,0.008
78.0,0.008
79.0,0.008
80.0,0.009
81.0,0.009
82.0,0.010
83.1,0.010
84.0,0.011
85.0,0.011
86.0,0.011
87.0,0.012
88.0,0.012
89.0,0.013
90.0,0.013
