5.0,0.002
6.0,0.003
7.0,0.002
8.0,0.002
9.0,0.002
10.0,0.002
11.0,0.002
12.0,0.002
13.0,0.001
14.0,0.001
15.1,0.001
16.0,0.001
16.9,0.000
18.0,-0.000
19.0,-0.000
20.0,-0.001
21.0,0.000
22.0,0.001
23.1,0.002
24.0,0.002
25.0,0.002
26.0,0.003
27.0,0.002
28.0,0.003
29.0,0.003
30.0,0.002
31.0,0.002
32.0,0.002
33.0,0.001
34.0,0.001
35.0,0.001
36.0,0.001
37.0,0.001
38.0,0.001
39.0,0.001
40.0,0.001
41.0,0.001
42.0,0.001
43.0,0.001
44.0,0.001
45.0,0.001
46.0,0.001
47.0,0.001
48.0,0.001
49.0,0.001
50.0,0.001
51.0,0.001
52.0,0.001
53.0,0.002
54.0,0.002
55.0,0.002
56.0,0.002
57.0,0.003
58.0,0.003
59.0,0.003
60.0,0.003
61.0,0.004
62.0,0.004
63.0,0.004
64.0,0.004
65.0,0.004
66.0,0.005
67.0,0.004
68.0,0.005
69.0,0.005
70.0,0.005
71.0,0.005
72.0,0.006
73.0,0.006
74.0,0.006
75.0,0.006
76.0,0.006
77.0,0.007
78.1,0.007
79.0,0.008
80.0,0.008
81.0,0.008
82.0,0.008
83.0,0.009
84.0,0.009
85.0,0.009
86.0,0.010
87.1,0.011
88.0,0.011
89.0,0.011
90.0,0.012
