4.9,1.479
6.0,1.481
7.0,1.484
8.0,1.489
9.0,1.494
10.0,1.496
11.0,1.504
12.0,1.506
13.0,1.511
14.0,1.514
15.0,1.519
16.0,1.524
17.1,1.528
18.0,1.534
19.0,1.541
20.1,1.544
21.0,1.552
22.0,1.558
23.0,1.564
24.0,1.570
25.0,1.576
26.0,1.581
27.0,1.585
28.0,1.592
29.0,1.598
30.0,1.604
31.0,1.608
32.0,1.615
33.0,1.617
34.0,1.624
35.0,1.626
36.0,1.632
37.0,1.637
38.0,1.642
39.0,1.648
40.0,1.655
41.0,1.659
42.0,1.664
43.0,1.671
44.0,1.671
45.0,1.685
46.0,1.686
47.0,1.696
48.0,1.697
49.0,1.708
50.0,1.712
51.0,1.717
52.0,1.724
53.0,1.729
54.0,1.732
55.0,1.741
56.0,1.744
57.0,1.748
58.0,1.755
59.0,1.761
60.0,1.764
61.0,1.767
62.0,1.770
63.0,1.782
64.0,1.780
65.0,1.781
66.0,1.788
67.0,1.789
68.0,1.789
69.0,1.798
70.0,1.800
71.0,1.805
72.0,1.805
73.0,1.806
74.0,1.812
75.0,1.812
76.0,1.814
77.0,1.818
78.0,1.819
79.0,1.827
80.0,1.829
81.0,1.829
82.0,1.831
83.0,1.830
84.0,1.836
85.0,1.840
86.0,1.845
87.0,1.842
88.0,1.842
89.0,1.842
90.0,1.848
