5.0,0.805
6.0,0.807
7.0,0.807
8.0,0.810
9.0,0.812
10.0,0.813
11.0,0.816
12.0,0.818
13.0,0.822
14.0,0.825
15.0,0.829
16.0,0.832
17.0,0.836
18.0,0.838
19.0,0.842
20.0,0.845
21.0,0.847
22.0,0.850
23.0,0.852
24.0,0.855
25.0,0.857
26.0,0.859
27.0,0.862
28.0,0.865
29.0,0.866
30.0,0.869
31.0,0.871
32.0,0.874
33.0,0.876
34.0,0.878
35.0,0.880
36.0,0.882
37.0,0.885
38.0,0.887
39.0,0.890
40.0,0.893
41.0,0.896
42.0,0.898
43.0,0.900
44.0,0.904
45.0,0.906
46.0,0.908
47.0,0.911
48.0,0.913
49.0,0.915
50.0,0.917
51.0,0.919
52.0,0.922
53.1,0.924
54.0,0.925
55.0,0.928
56.0,0.930
57.0,0.931
58.0,0.934
59.0,0.936
60.0,0.938
61.0,0.939
62.0,0.941
63.0,0.941
64.0,0.942
65.0,0.943
66.0,0.944
67.0,0.945
68.0,0.945
69.0,0.947
70.0,0.949
71.0,0.952
72.0,0.952
73.0,0.955
74.0,0.958
75.0,0.960
76.0,0.962
77.0,0.963
78.0,0.964
79.0,0.967
80.0,0.969
81.0,0.971
82.0,0.973
83.1,0.974
84.0,0.976
85.0,0.978
86.0,0.982
87.0,0.983
88.0,0.985
89.0,0.988
90.0,0.989
