5.0,2.872
6.0,2.899
7.0,2.855
7.9,2.890
9.0,2.938
10.0,2.890
11.0,2.939
12.0,2.917
13.0,2.919
14.0,2.928
15.0,2.937
16.0,2.928
17.1,2.948
18.0,2.919
19.0,2.900
20.0,2.958
21.0,2.958
22.0,3.053
23.0,3.003
24.0,2.992
25.0,2.970
26.0,3.027
27.0,2.980
28.0,3.038
29.0,3.004
30.0,3.027
31.0,3.053
32.0,3.015
33.0,3.140
34.0,3.027
35.0,3.123
36.0,3.066
37.0,3.052
38.1,3.124
39.0,3.093
40.0,3.066
41.0,3.140
42.0,3.191
43.0,3.094
44.0,3.094
45.0,3.173
46.0,3.191
47.0,3.080
48.0,3.191
49.0,3.249
50.0,3.094
51.0,3.173
52.0,3.124
53.0,3.249
54.0,3.124
55.0,3.209
56.0,3.228
57.0,3.191
58.0,3.123
59.0,3.228
60.0,3.191
61.0,3.270
62.0,3.249
63.0,3.248
64.0,3.209
65.0,3.173
66.0,3.229
67.0,3.208
68.0,3.155
69.0,3.292
70.0,3.208
71.0,3.228
72.0,3.394
73.0,3.228
74.0,3.156
75.0,3.315
76.0,3.209
77.0,3.248
78.0,3.316
79.0,3.156
80.0,3.228
81.0,3.292
82.0,3.248
83.0,3.190
84.0,3.316
85.1,3.292
86.0,3.140
87.0,3.228
88.0,3.190
89.0,3.173
90.0,3.270
