4.9,-0.001
6.0,-0.001
7.0,-0.000
8.0,-0.000
9.0,-0.000
10.0,-0.000
11.0,0.000
12.0,-0.000
13.0,-0.000
14.0,-0.000
15.1,0.000
16.0,0.000
17.0,0.000
18.0,0.000
19.0,0.000
20.0,0.000
21.0,0.001
22.0,0.001
23.0,0.001
24.0,0.001
25.0,0.001
26.0,0.002
27.0,0.002
28.0,0.001
29.0,0.001
30.0,0.002
31.0,0.002
31.9,0.002
33.0,0.002
34.0,0.002
35.0,0.002
36.0,0.002
37.0,0.003
38.0,0.003
39.0,0.003
40.0,0.003
41.0,0.004
42.0,0.003
43.0,0.004
44.0,0.004
44.9,0.004
46.0,0.005
47.0,0.005
48.0,0.005
49.0,0.005
50.0,0.006
51.0,0.006
52.0,0.006
53.0,0.007
54.0,0.007
55.0,0.007
56.0,0.007
57.0,0.007
58.0,0.008
59.0,0.008
60.1,0.008
61.0,0.009
62.0,0.009
63.0,0.009
64.0,0.009
65.0,0.009
66.0,0.010
67.0,0.010
68.0,0.010
69.0,0.011
70.0,0.011
71.0,0.011
72.0,0.012
73.0,0.012
74.0,0.012
75.0,0.013
76.0,0.013
77.0,0.014
78.0,0.014
79.0,0.014
80.0,0.015
81.0,0.015
82.0,0.016
83.0,0.016
84.0,0.017
85.0,0.017
86.0,0.018
86.9,0.018
88.0,0.019
89.0,0.019
90.0,0.020
