5.0,2.284
6.0,2.275
7.0,2.284
8.0,2.284
9.0,2.305
10.0,2.315
11.0,2.320
12.0,2.323
13.0,2.326
14.0,2.330
15.0,2.325
16.0,2.346
17.0,2.354
18.0,2.340
19.0,2.375
20.0,2.366
21.0,2.389
22.0,2.392
23.1,2.407
24.0,2.392
25.0,2.395
26.0,2.420
27.0,2.413
28.0,2.432
29.0,2.442
30.0,2.442
31.0,2.462
32.0,2.451
33.0,2.464
34.0,2.472
35.0,2.472
36.0,2.476
37.0,2.468
38.0,2.497
39.0,2.501
40.0,2.486
41.0,2.505
42.0,2.528
43.0,2.524
44.1,2.524
45.0,2.574
46.0,2.553
47.0,2.570
48.0,2.566
49.0,2.566
50.0,2.607
51.0,2.594
52.0,2.608
53.0,2.617
54.0,2.613
55.0,2.642
56.0,2.632
57.0,2.633
58.0,2.643
59.0,2.633
60.0,2.664
61.0,2.687
62.0,2.723
63.0,2.693
64.0,2.728
65.0,2.723
66.0,2.711
67.0,2.711
68.0,2.699
69.0,2.705
70.0,2.734
71.0,2.717
72.0,2.723
73.0,2.756
74.0,2.777
75.0,2.742
76.0,2.756
77.0,2.736
78.0,2.742
79.0,2.769
80.0,2.748
81.0,2.776
82.0,2.742
83.0,2.820
84.0,2.755
85.0,2.762
86.0,2.769
87.1,2.769
88.0,2.775
89.0,2.783
90.0,2.813
