5.0,0.158
6.0,0.158
7.0,0.159
8.0,0.160
9.0,0.160
10.0,0.161
11.0,0.162
12.0,0.162
13.0,0.163
14.0,0.163
15.0,0.164
16.0,0.164
17.0,0.164
18.0,0.165
19.0,0.165
20.1,0.167
21.0,0.168
22.0,0.169
23.0,0.170
24.0,0.171
25.0,0.171
26.0,0.171
27.0,0.172
28.0,0.173
29.0,0.173
30.0,0.174
31.0,0.174
32.0,0.175
33.0,0.175
34.0,0.176
35.0,0.177
36.0,0.178
37.0,0.178
38.0,0.179
39.0,0.179
40.0,0.180
41.0,0.181
42.0,0.182
43.0,0.183
44.0,0.183
45.0,0.184
46.0,0.185
47.0,0.186
48.1,0.187
49.0,0.187
50.0,0.188
51.0,0.189
52.0,0.190
53.0,0.190
54.0,0.191
55.0,0.192
56.0,0.192
57.0,0.193
58.0,0.194
59.0,0.194
60.1,0.194
61.0,0.195
62.0,0.195
63.0,0.195
64.0,0.196
65.0,0.197
66.0,0.197
67.0,0.197
68.0,0.198
69.0,0.198
70.0,0.199
71.0,0.199
72.0,0.200
73.0,0.200
74.0,0.201
75.0,0.202
76.0,0.202
77.0,0.203
78.0,0.203
79.0,0.204
80.0,0.204
81.0,0.205
82.0,0.205
83.0,0.206
83.9,0.207
85.0,0.207
86.0,0.208
87.0,0.208
88.0,0.209
89.0,0.209
90.0,0.210
