5.0,0.182
6.0,0.182
7.0,0.182
8.0,0.182
9.0,0.182
10.0,0.183
11.0,0.183
12.0,0.183
13.0,0.184
14.0,0.186
15.0,0.186
16.0,0.187
17.0,0.189
18.0,0.190
19.0,0.192
20.0,0.193
21.0,0.194
22.0,0.195
23.0,0.195
24.0,0.196
25.0,0.197
26.0,0.199
27.0,0.199
28.0,0.201
29.0,0.201
30.0,0.203
31.0,0.204
32.0,0.204
33.0,0.205
34.0,0.206
35.0,0.207
36.1,0.207
37.0,0.208
38.0,0.209
39.0,0.210
40.0,0.210
41.0,0.211
42.0,0.211
43.0,0.212
44.0,0.213
45.0,0.213
46.0,0.214
47.0,0.214
48.0,0.215
49.0,0.215
50.0,0.216
51.0,0.216
52.0,0.216
53.0,0.216
54.0,0.217
55.0,0.217
56.0,0.217
57.0,0.218
58.0,0.218
59.0,0.218
60.0,0.217
61.0,0.217
62.0,0.217
63.0,0.217
64.0,0.217
65.0,0.216
66.0,0.217
67.0,0.216
68.0,0.216
69.0,0.216
70.0,0.216
71.0,0.216
72.0,0.217
73.0,0.217
74.0,0.217
75.0,0.217
76.0,0.218
77.0,0.218
78.0,0.218
79.0,0.218
80.0,0.218
81.0,0.219
82.0,0.219
83.0,0.219
84.0,0.219
85.0,0.220
86.0,0.220
87.1,0.220
88.0,0.220
89.0,0.221
90.0,0.221
